,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,GENDER,Car,House,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,MOBILE,WORK_PHONE,HOME_PHONE,MOBILE_REACHABLE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPLICATION_DAY,TOTAL_DOC_SUBMITTED
82195,195319,1,Cash loans,F,N,N,0,90000.0,247275.0,225000.0,Unaccompanied,State servant,Higher education,Married,-1417,1,1,1,1,0,Core staff,2.0,MONDAY,1
82297,195432,1,Cash loans,M,N,N,1,90000.0,239418.0,211500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2391,1,1,1,1,0,Low-skill Laborers,2.0,THURSDAY,1
82603,195797,1,Cash loans,F,N,N,0,121500.0,202500.0,202500.0,Family,Working,Secondary / secondary special,Married,-1632,1,1,1,1,0,Medicine staff,2.0,FRIDAY,1
82719,195934,1,Cash loans,F,N,N,0,112500.0,247275.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2241,1,1,0,1,0,Sales staff,2.0,WEDNESDAY,1
82957,196213,1,Cash loans,F,N,N,1,90000.0,254700.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1279,1,1,1,1,0,Sales staff,2.0,WEDNESDAY,1
82972,196231,1,Cash loans,F,N,N,0,99000.0,545040.0,450000.0,Unaccompanied,State servant,Higher education,Civil marriage,-1690,1,1,0,1,0,Core staff,2.0,SATURDAY,2
83332,196653,1,Cash loans,F,N,N,0,157500.0,900000.0,900000.0,Family,Working,Secondary / secondary special,Married,-1591,1,1,0,1,0,Waiters/barmen staff,2.0,MONDAY,1
83574,196932,1,Cash loans,M,N,N,2,360000.0,239850.0,225000.0,Children,State servant,Higher education,Married,-1297,1,1,0,1,0,Core staff,4.0,WEDNESDAY,1
83701,197076,1,Cash loans,F,N,N,0,207000.0,454500.0,454500.0,Family,Working,Secondary / secondary special,Married,-3244,1,1,1,1,0,Sales staff,2.0,THURSDAY,1
83768,197151,1,Cash loans,F,N,N,0,112500.0,521280.0,450000.0,Family,Working,Secondary / secondary special,Married,-1879,1,1,1,1,0,Sales staff,2.0,THURSDAY,1
83911,197319,1,Cash loans,F,N,N,1,81000.0,225000.0,225000.0,"Spouse, partner",Working,Higher education,Married,-1308,1,1,1,1,0,Sales staff,3.0,SATURDAY,1
83929,197344,1,Cash loans,F,N,N,0,225000.0,886500.0,886500.0,Unaccompanied,Working,Higher education,Separated,-1111,1,1,0,1,0,Cleaning staff,1.0,MONDAY,1
83933,197349,1,Cash loans,F,N,N,0,112500.0,900000.0,900000.0,Unaccompanied,Working,Higher education,Civil marriage,-8779,1,1,0,1,0,Laborers,2.0,MONDAY,1
84058,197500,1,Cash loans,F,N,N,0,256500.0,675000.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-5994,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
84112,197569,1,Revolving loans,M,N,N,0,153000.0,180000.0,180000.0,Unaccompanied,Working,Incomplete higher,Single / not married,-1097,1,1,0,1,1,Core staff,1.0,MONDAY,1
84187,197663,1,Cash loans,F,N,N,1,99000.0,178290.0,157500.0,Unaccompanied,Working,Higher education,Married,-3710,1,1,1,1,0,Laborers,3.0,TUESDAY,1
84248,197739,1,Cash loans,M,N,N,0,157500.0,593010.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2875,1,1,0,1,0,Drivers,2.0,SATURDAY,1
84283,197778,1,Cash loans,F,N,N,0,135000.0,360000.0,360000.0,Unaccompanied,Commercial associate,Higher education,Married,-4182,1,1,0,1,0,Laborers,2.0,FRIDAY,1
84379,197887,1,Cash loans,F,N,N,0,112500.0,545040.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1603,1,1,1,1,0,Sales staff,1.0,FRIDAY,1
84477,198003,1,Cash loans,F,N,N,0,144000.0,1325475.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-5072,1,1,1,1,0,Accountants,2.0,SUNDAY,1
84737,198313,1,Cash loans,F,N,N,0,76500.0,188460.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-5240,1,1,0,1,0,Laborers,2.0,FRIDAY,1
84873,198470,1,Cash loans,F,N,N,1,76500.0,150948.0,126000.0,Family,Working,Secondary / secondary special,Married,-1079,1,1,0,1,0,Laborers,3.0,FRIDAY,1
85044,198659,1,Cash loans,F,N,N,0,184500.0,353241.0,319500.0,Family,Working,Secondary / secondary special,Single / not married,-2071,1,1,0,1,0,Laborers,1.0,FRIDAY,1
85141,198781,1,Cash loans,M,N,N,0,157500.0,585000.0,585000.0,Unaccompanied,Commercial associate,Lower secondary,Single / not married,-2029,1,1,1,1,0,Drivers,1.0,WEDNESDAY,1
85220,198873,1,Cash loans,F,N,N,0,292500.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-9893,1,1,0,1,0,Laborers,1.0,MONDAY,1
85247,198906,1,Cash loans,F,N,N,0,157500.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1549,1,1,0,1,0,Private service staff,2.0,SATURDAY,1
85254,198914,1,Cash loans,F,N,N,0,157500.0,454500.0,454500.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,-9344,1,1,0,1,0,Core staff,2.0,SATURDAY,1
85315,198983,1,Cash loans,F,N,N,0,202500.0,169614.0,121500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1336,1,1,0,1,0,Laborers,2.0,THURSDAY,1
85320,198989,1,Cash loans,F,N,N,1,225000.0,1319269.5,1152000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2025,1,1,0,1,0,Sales staff,2.0,FRIDAY,1
85470,199175,1,Cash loans,F,N,N,2,135000.0,1130760.0,810000.0,Family,Commercial associate,Secondary / secondary special,Married,-1268,1,1,0,1,0,Managers,4.0,THURSDAY,1
85544,199265,1,Cash loans,F,N,N,2,81000.0,1061599.5,927000.0,Unaccompanied,Working,Higher education,Married,-2957,1,1,0,1,0,Core staff,4.0,SATURDAY,1
85573,199297,1,Cash loans,F,N,N,0,157500.0,675000.0,675000.0,Unaccompanied,Working,Higher education,Single / not married,-1824,1,1,1,1,0,Laborers,1.0,WEDNESDAY,1
85967,199752,1,Cash loans,F,N,N,1,45000.0,526491.0,454500.0,Unaccompanied,Working,Lower secondary,Married,-2809,1,1,1,1,0,Laborers,3.0,SATURDAY,1
86163,199986,1,Cash loans,F,N,N,0,202500.0,343800.0,225000.0,Family,Working,Higher education,Married,-2618,1,1,0,1,0,Laborers,2.0,SATURDAY,1
86285,200139,1,Cash loans,F,N,N,1,90000.0,194076.0,162000.0,Family,Commercial associate,Secondary / secondary special,Separated,-3095,1,1,1,1,0,Sales staff,2.0,THURSDAY,1
86439,200316,1,Cash loans,F,N,N,0,135000.0,1078200.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3151,1,1,1,1,0,Laborers,2.0,SATURDAY,1
86441,200318,1,Cash loans,F,N,N,1,180000.0,292500.0,292500.0,Unaccompanied,Working,Higher education,Married,-1195,1,1,0,1,0,Core staff,3.0,TUESDAY,1
86478,200356,1,Cash loans,M,N,N,0,202500.0,943425.0,787500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-4113,1,1,1,1,0,Laborers,1.0,THURSDAY,1
86731,200666,1,Cash loans,F,N,N,0,135000.0,521280.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-4558,1,1,0,1,0,Laborers,1.0,TUESDAY,1
86797,200740,1,Cash loans,F,N,N,0,135000.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2230,1,1,0,1,0,Laborers,1.0,MONDAY,1
86816,200764,1,Cash loans,F,N,N,0,90000.0,545040.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2687,1,1,0,1,0,Laborers,2.0,SATURDAY,1
86822,200771,1,Cash loans,F,N,N,1,67500.0,412560.0,270000.0,Family,Working,Secondary / secondary special,Married,-1072,1,1,0,1,0,High skill tech staff,3.0,FRIDAY,1
86838,200788,1,Cash loans,F,N,N,0,112500.0,225000.0,225000.0,Family,Working,Secondary / secondary special,Single / not married,-1412,1,1,1,1,0,Sales staff,1.0,WEDNESDAY,1
86929,200894,1,Cash loans,F,N,N,0,121500.0,1125000.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-7631,1,1,0,1,0,Core staff,1.0,FRIDAY,1
86957,200929,1,Cash loans,F,N,N,1,157500.0,659610.0,472500.0,Other_B,Working,Secondary / secondary special,Single / not married,-8144,1,1,0,1,0,Core staff,2.0,THURSDAY,1
87110,201102,1,Cash loans,F,N,N,0,135000.0,808650.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-1443,1,1,1,1,0,Sales staff,1.0,WEDNESDAY,1
87188,201190,1,Cash loans,F,N,N,0,126000.0,485640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-11545,1,1,1,1,0,Laborers,2.0,WEDNESDAY,1
87261,201276,1,Cash loans,M,N,N,2,112500.0,942300.0,675000.0,Family,Working,Secondary / secondary special,Civil marriage,-10024,1,1,0,1,0,Core staff,4.0,WEDNESDAY,1
87316,201337,1,Cash loans,F,N,N,0,360000.0,450000.0,450000.0,Unaccompanied,Working,Higher education,Married,-1466,1,1,1,1,0,Laborers,2.0,SUNDAY,1
87342,201371,1,Cash loans,F,N,N,0,90000.0,1078200.0,900000.0,Family,Working,Secondary / secondary special,Married,-8659,1,1,0,1,0,Medicine staff,2.0,MONDAY,1
87463,201511,1,Cash loans,M,N,N,0,157500.0,450000.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-1160,1,1,1,1,0,Security staff,2.0,MONDAY,1
87504,201566,1,Cash loans,F,N,N,1,112500.0,190764.0,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,-3145,1,1,0,1,0,Laborers,2.0,THURSDAY,1
87665,201759,1,Cash loans,F,N,N,3,90000.0,1078200.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2038,1,1,0,1,0,Laborers,5.0,MONDAY,1
87794,201913,1,Cash loans,M,N,N,0,157500.0,157500.0,157500.0,Unaccompanied,Working,Higher education,Single / not married,-1286,1,1,0,1,0,Drivers,1.0,MONDAY,1
87956,202108,1,Cash loans,F,N,N,1,229500.0,3020760.0,2700000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,-1379,1,1,1,1,0,Laborers,2.0,FRIDAY,1
88012,202176,1,Cash loans,M,N,N,1,112500.0,900000.0,900000.0,Unaccompanied,Working,Higher education,Married,-1442,1,1,1,1,0,Laborers,3.0,WEDNESDAY,1
88102,202279,1,Cash loans,M,N,N,0,67500.0,314055.0,238500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-1566,1,1,0,1,0,Laborers,2.0,MONDAY,1
88236,202431,1,Cash loans,F,N,N,1,90000.0,1174005.0,1125000.0,Unaccompanied,State servant,Secondary / secondary special,Married,-5283,1,1,0,1,0,Laborers,3.0,MONDAY,1
88260,202467,1,Cash loans,F,N,N,0,112500.0,286704.0,247500.0,"Spouse, partner",Working,Secondary / secondary special,Married,-2781,1,1,0,1,0,Core staff,2.0,MONDAY,2
88390,202622,1,Cash loans,M,N,N,1,157500.0,685386.0,585000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2865,1,1,0,1,0,Laborers,3.0,SUNDAY,1
88490,202742,1,Cash loans,F,N,N,0,67500.0,646920.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,-3792,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
88562,202827,1,Cash loans,M,N,N,1,360000.0,1350000.0,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2908,1,1,1,1,1,Managers,3.0,MONDAY,1
88588,202856,1,Cash loans,M,N,N,1,135000.0,437076.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1328,1,1,1,1,0,Drivers,3.0,MONDAY,1
88652,202932,1,Cash loans,F,N,N,1,90000.0,364896.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,-5526,1,1,1,1,0,Sales staff,3.0,FRIDAY,1
88717,203007,1,Cash loans,F,N,N,0,180000.0,886500.0,886500.0,Unaccompanied,Working,Secondary / secondary special,Married,-2199,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
88922,203242,1,Cash loans,F,N,N,0,112500.0,130320.0,112500.0,Family,State servant,Higher education,Married,-1358,1,1,0,1,0,Core staff,2.0,FRIDAY,1
89057,203404,1,Cash loans,F,N,N,0,135000.0,180000.0,180000.0,Unaccompanied,State servant,Higher education,Single / not married,-1384,1,1,1,1,0,Accountants,1.0,THURSDAY,1
89150,203510,1,Cash loans,F,N,N,1,225000.0,385164.0,292500.0,Unaccompanied,Commercial associate,Lower secondary,Married,-2399,1,1,0,1,0,Accountants,3.0,SATURDAY,1
89354,203739,1,Cash loans,F,N,N,0,144000.0,254700.0,225000.0,Unaccompanied,Working,Higher education,Married,-3053,1,1,1,1,0,Security staff,2.0,FRIDAY,1
89368,203757,1,Cash loans,M,N,N,0,202500.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1083,1,1,0,1,0,Waiters/barmen staff,2.0,MONDAY,1
89553,203969,1,Cash loans,F,N,N,0,225000.0,545040.0,450000.0,Unaccompanied,Working,Higher education,Civil marriage,-5990,1,1,1,1,0,Managers,2.0,MONDAY,1
89562,203981,1,Cash loans,M,N,N,0,90000.0,364896.0,315000.0,Family,Commercial associate,Higher education,Single / not married,-1423,1,1,0,1,0,High skill tech staff,1.0,WEDNESDAY,1
89620,204049,1,Cash loans,F,N,N,1,99000.0,122521.5,99000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2460,1,1,0,1,0,High skill tech staff,2.0,MONDAY,1
89701,204144,1,Cash loans,M,N,N,0,112500.0,566055.0,472500.0,Unaccompanied,Working,Lower secondary,Civil marriage,-4407,1,1,0,1,0,Laborers,2.0,THURSDAY,1
89802,204273,1,Cash loans,F,N,N,0,144000.0,568800.0,450000.0,Family,State servant,Higher education,Civil marriage,-2533,1,1,0,1,0,Sales staff,2.0,TUESDAY,2
90076,204577,1,Cash loans,F,N,N,1,81000.0,296280.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2050,1,1,1,1,0,Core staff,2.0,MONDAY,1
90111,204613,1,Cash loans,M,N,N,0,135000.0,239850.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-5845,1,1,1,1,0,Drivers,2.0,SUNDAY,1
90150,204663,1,Cash loans,F,N,N,0,67500.0,180000.0,180000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,-1355,1,1,0,1,0,Laborers,2.0,SATURDAY,1
90202,204723,1,Cash loans,M,N,N,0,135000.0,450000.0,450000.0,Unaccompanied,Working,Higher education,Single / not married,-1198,1,1,1,1,0,Laborers,1.0,MONDAY,1
90215,204738,1,Cash loans,M,N,N,0,202500.0,729792.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-3202,1,1,0,1,0,Managers,1.0,TUESDAY,1
90284,204813,1,Cash loans,M,N,N,1,180000.0,808650.0,675000.0,Family,Working,Secondary / secondary special,Married,-1214,1,1,1,1,0,Laborers,3.0,WEDNESDAY,2
90325,204868,1,Cash loans,M,N,N,0,157500.0,1009566.0,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1198,1,1,1,1,0,Laborers,2.0,TUESDAY,1
90447,205005,1,Cash loans,M,N,N,1,315000.0,1024290.0,855000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1524,1,1,1,1,0,Drivers,3.0,TUESDAY,1
90460,205022,1,Cash loans,F,N,N,2,180000.0,296280.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-4302,1,1,0,1,0,Medicine staff,4.0,THURSDAY,1
90611,205201,1,Cash loans,F,N,N,0,112500.0,414792.0,315000.0,Family,Working,Secondary / secondary special,Married,-1659,1,1,1,1,0,Accountants,2.0,MONDAY,1
90682,205292,1,Cash loans,F,N,N,1,112500.0,328405.5,283500.0,Unaccompanied,Working,Lower secondary,Married,-1629,1,1,1,1,0,Laborers,3.0,FRIDAY,1
90829,205456,1,Revolving loans,F,N,N,1,90000.0,270000.0,270000.0,Unaccompanied,Commercial associate,Higher education,Married,-2811,1,1,0,1,0,Accountants,3.0,MONDAY,0
90879,205514,1,Revolving loans,F,N,N,0,121500.0,180000.0,180000.0,Unaccompanied,Working,Higher education,Single / not married,-2484,1,1,0,0,0,Core staff,1.0,MONDAY,1
90899,205538,1,Cash loans,F,N,N,0,405000.0,675000.0,675000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,-1469,1,1,1,1,1,Core staff,1.0,MONDAY,1
90922,205570,1,Cash loans,M,N,N,1,99000.0,1078200.0,900000.0,Children,Commercial associate,Secondary / secondary special,Married,-1107,1,1,0,1,0,Laborers,3.0,FRIDAY,1
91011,205685,1,Cash loans,F,N,N,0,112500.0,450000.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1994,1,1,1,1,0,Cooking staff,2.0,MONDAY,1
91020,205697,1,Cash loans,M,N,N,0,180000.0,1078200.0,900000.0,Family,Working,Secondary / secondary special,Married,-1817,1,1,0,1,0,Laborers,2.0,SATURDAY,1
91093,205781,1,Cash loans,M,N,N,1,292500.0,526491.0,454500.0,Unaccompanied,Working,Higher education,Married,-3910,1,1,0,1,0,Laborers,3.0,MONDAY,1
91138,205840,1,Cash loans,F,N,N,0,67500.0,360000.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-1947,1,1,1,1,0,Medicine staff,1.0,SUNDAY,1
91398,206140,1,Cash loans,F,N,N,1,135000.0,675000.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-3029,1,1,0,1,0,Accountants,3.0,SUNDAY,1
91436,206184,1,Cash loans,F,N,N,1,103500.0,345645.0,243000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2322,1,1,0,1,0,Sales staff,3.0,SUNDAY,1
91491,206244,1,Cash loans,M,N,N,0,112500.0,254700.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1604,1,1,0,1,0,Drivers,2.0,FRIDAY,1
91692,206481,1,Cash loans,F,N,N,0,180000.0,225000.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-1112,1,1,1,1,1,Sales staff,1.0,SATURDAY,1
91769,206567,1,Cash loans,F,N,N,0,202500.0,573408.0,495000.0,Unaccompanied,Working,Higher education,Married,-4939,1,1,0,1,0,Core staff,2.0,WEDNESDAY,1
91817,206619,1,Cash loans,F,N,N,0,90000.0,450000.0,450000.0,Unaccompanied,Working,Incomplete higher,Single / not married,-1960,1,1,0,1,0,Sales staff,1.0,TUESDAY,1
92114,206962,1,Cash loans,M,N,N,1,180000.0,1006920.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1948,1,1,0,1,0,Laborers,3.0,THURSDAY,4
92212,207077,1,Cash loans,F,N,N,0,238500.0,450000.0,450000.0,Unaccompanied,State servant,Higher education,Married,-11394,1,1,1,1,0,Managers,2.0,TUESDAY,1
92235,207102,1,Cash loans,F,N,N,0,135000.0,272520.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1380,1,1,0,1,0,Medicine staff,2.0,FRIDAY,1
92405,207298,1,Cash loans,F,N,N,0,157500.0,436032.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-2737,1,1,0,1,0,Managers,1.0,SUNDAY,1
92573,207496,1,Cash loans,F,N,N,0,90000.0,143910.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1782,1,1,0,1,0,Laborers,2.0,THURSDAY,1
92674,207608,1,Cash loans,F,N,N,3,157500.0,408780.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,-1098,1,1,0,1,0,Sales staff,5.0,WEDNESDAY,1
92718,207656,1,Cash loans,F,N,N,0,58500.0,269550.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1034,1,1,0,1,0,Medicine staff,2.0,SATURDAY,1
92732,207671,1,Cash loans,F,N,N,0,157500.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-7075,1,1,1,1,0,Laborers,2.0,SATURDAY,1
92867,207829,1,Cash loans,M,N,N,0,81000.0,900000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1690,1,1,1,1,0,Laborers,2.0,SATURDAY,1
92868,207831,1,Cash loans,F,N,N,0,112500.0,540000.0,540000.0,Unaccompanied,Working,Higher education,Married,-2715,1,1,0,1,0,Sales staff,2.0,TUESDAY,1
93222,208252,1,Cash loans,F,N,N,0,90000.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1149,1,1,0,1,0,Medicine staff,1.0,TUESDAY,1
93262,208297,1,Cash loans,F,N,N,0,153000.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-2327,1,1,0,1,0,Laborers,1.0,WEDNESDAY,1
93294,208335,1,Cash loans,M,N,N,1,112500.0,343377.0,283500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3634,1,1,0,1,0,Laborers,3.0,THURSDAY,1
93317,208366,1,Cash loans,M,N,N,0,135000.0,677664.0,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1661,1,1,1,1,0,Drivers,2.0,WEDNESDAY,1
93469,208541,1,Cash loans,F,N,N,2,99000.0,545040.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-6008,1,1,1,1,0,Laborers,4.0,THURSDAY,1
93590,208680,1,Cash loans,M,N,N,0,315000.0,523597.5,468000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1039,1,1,0,1,0,Laborers,2.0,WEDNESDAY,1
93646,208744,1,Cash loans,F,N,N,1,144000.0,389844.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1460,1,1,1,1,0,Sales staff,3.0,THURSDAY,1
93848,208977,1,Cash loans,F,N,N,0,202500.0,545040.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,-1036,1,1,0,1,0,Sales staff,2.0,FRIDAY,1
93860,208990,1,Cash loans,F,N,N,0,148500.0,508495.5,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,-2270,1,1,0,1,0,Managers,1.0,FRIDAY,1
93948,209092,1,Cash loans,F,N,N,1,76500.0,521280.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1412,1,1,1,1,0,Sales staff,3.0,WEDNESDAY,1
93961,209112,1,Revolving loans,F,N,N,1,180000.0,270000.0,270000.0,Family,State servant,Secondary / secondary special,Married,-8467,1,1,0,1,0,Medicine staff,3.0,MONDAY,0
94016,209178,1,Cash loans,F,N,N,0,112500.0,830214.0,693000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,-1673,1,1,0,1,0,Security staff,1.0,MONDAY,1
94286,209477,1,Cash loans,F,N,N,0,112500.0,976711.5,873000.0,Family,Working,Secondary / secondary special,Married,-2495,1,1,0,1,0,Laborers,2.0,MONDAY,1
94319,209518,1,Cash loans,F,N,N,0,81000.0,284400.0,225000.0,Unaccompanied,Working,Higher education,Married,-2102,1,1,0,1,0,Secretaries,2.0,SATURDAY,1
94425,209634,1,Cash loans,F,N,N,0,40500.0,188460.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1887,1,1,0,1,0,Laborers,2.0,SUNDAY,1
94598,209842,1,Revolving loans,F,N,N,0,99000.0,135000.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1920,1,1,0,1,0,Sales staff,2.0,WEDNESDAY,0
94615,209861,1,Cash loans,F,N,N,0,225000.0,691020.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Separated,-2292,1,1,0,1,0,Managers,1.0,MONDAY,1
94836,210115,1,Cash loans,F,N,N,0,103500.0,743958.0,621000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1253,1,1,1,1,0,Security staff,2.0,TUESDAY,1
94979,210288,1,Cash loans,M,N,N,0,90000.0,284400.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-1953,1,1,0,1,0,Security staff,1.0,THURSDAY,1
94997,210308,1,Cash loans,M,N,N,0,225000.0,545040.0,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,-1527,1,1,0,1,0,Drivers,2.0,WEDNESDAY,1
95104,210426,1,Cash loans,F,N,N,1,180000.0,1417185.0,1237500.0,Unaccompanied,State servant,Higher education,Married,-6140,1,1,0,1,0,Medicine staff,3.0,WEDNESDAY,1
95155,210479,1,Cash loans,F,N,N,0,225000.0,1102171.5,945000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-1149,1,1,0,1,0,Sales staff,2.0,WEDNESDAY,1
95241,210578,1,Cash loans,F,N,N,0,112500.0,900000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Widow,-11869,1,1,1,1,0,Medicine staff,1.0,MONDAY,1
95252,210589,1,Cash loans,F,N,N,2,72000.0,193392.0,153000.0,Unaccompanied,Working,Incomplete higher,Married,-2216,1,1,0,1,0,Core staff,4.0,WEDNESDAY,1
95322,210669,1,Cash loans,F,N,N,2,900000.0,790830.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,-1426,1,1,1,1,0,Managers,4.0,WEDNESDAY,1
95340,210690,1,Cash loans,F,N,N,0,202500.0,1260000.0,1260000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-2499,1,1,1,1,0,Managers,2.0,MONDAY,1
95366,210721,1,Cash loans,F,N,N,0,90000.0,942300.0,675000.0,"Spouse, partner",Working,Secondary / secondary special,Married,-3292,1,1,0,1,0,Sales staff,2.0,MONDAY,1
95462,210838,1,Cash loans,F,N,N,0,112500.0,247500.0,247500.0,Unaccompanied,Working,Higher education,Married,-2607,1,1,1,1,0,Laborers,2.0,THURSDAY,1
95502,210881,1,Cash loans,F,N,N,0,144000.0,754740.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2354,1,1,1,1,0,Laborers,2.0,SATURDAY,2
95607,210996,1,Cash loans,F,N,N,2,157500.0,254700.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,-2414,1,1,1,1,0,Managers,4.0,SUNDAY,1
95643,211034,1,Cash loans,F,N,N,0,126000.0,1350000.0,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-7579,1,1,1,1,0,High skill tech staff,2.0,TUESDAY,1
95788,211202,1,Cash loans,F,N,N,1,157500.0,675000.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,-6434,1,1,0,1,0,Laborers,2.0,THURSDAY,1
95860,211284,1,Cash loans,F,N,N,0,99000.0,435253.5,306000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,-1249,1,1,0,1,0,Secretaries,2.0,FRIDAY,1
96109,211585,1,Cash loans,F,N,N,0,112500.0,687600.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,-1181,1,1,0,1,0,Sales staff,1.0,SATURDAY,2
96266,211762,1,Cash loans,M,N,N,0,180000.0,765522.0,639000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,-3325,1,1,0,1,0,Laborers,2.0,SATURDAY,1
96428,211942,1,Cash loans,F,N,N,0,67500.0,284400.0,225000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,-3818,1,1,0,1,0,Laborers,1.0,MONDAY,1
